DEPCOM,NOM_COM,IRIS,DCOMIRIS,NOM_IRIS,TYP_IRIS
59360,Loos,0105,593600105,Maison d'arrêt,H
59360,Loos,0201,593600201,Oliveaux 2,H
59360,Loos,0203,593600203,Oliveaux 3,H
59360,Loos,0104,593600104,Mairie,H
59360,Loos,0302,593600302,eurasante,H
59360,Loos,0101,593600101,Kuhlmann,H
59360,Loos,0103,593600103,Parc Longchamp,H
59360,Loos,0301,593600301,Ennequin,H
59360,Loos,0303,593600303,republique,H
59360,Loos,0102,593600102,parc du chateau,H
59365,Louvroil,0103,593650103,Sous le Bois,H
59365,Louvroil,0102,593650102,Centre,H
59365,Louvroil,0101,593650101,Lac du Paradis,H
59367,Lys-lez-Lannoy,0101,593670101,lebas fresnoy,H
59367,Lys-lez-Lannoy,0103,593670103,paul bert jules guesde,H
59367,Lys-lez-Lannoy,0105,593670105,justice longchamp,H
59367,Lys-lez-Lannoy,0102,593670102,general leclerc bon poste,H
59367,Lys-lez-Lannoy,0104,593670104,cohem vert pre,H
59368,La Madeleine,0103,593680103,Berckem-Kleber-Saint Charles 3,H
59368,La Madeleine,0302,593680302,pompidou-nouvelle madeleine 2,H
59368,La Madeleine,0401,593680401,grand boulevard 1,H
59368,La Madeleine,0101,593680101,Berckem-Kleber-Saint Charles 1,H
59368,La Madeleine,0102,593680102,Berckem-Kleber-Saint Charles 2,H
59368,La Madeleine,0402,593680402,grand boulevard 2,H
59368,La Madeleine,0301,593680301,pompidou-nouvelle madeleine 1,H
59368,La Madeleine,0202,593680202,centre 2,H
59368,La Madeleine,0201,593680201,centre 1,H
59378,Marcq-en-Baroeul,0301,593780301,croise laroche,H
59378,Marcq-en-Baroeul,0702,593780702,Plaine de menin,H
59378,Marcq-en-Baroeul,0304,593780304,Pilaterie,A
59378,Marcq-en-Baroeul,0404,593780404,Plouich Torgue,H
59378,Marcq-en-Baroeul,0402,593780402,May four,H
59378,Marcq-en-Baroeul,0202,593780202,Pont de Marcq,H
59378,Marcq-en-Baroeul,0201,593780201,Briqueterie,H
59378,Marcq-en-Baroeul,0602,593780602,Hotel de ville,H
59378,Marcq-en-Baroeul,0501,593780501,Hautes loges,H
59378,Marcq-en-Baroeul,0303,593780303,Delcenserie,H
59378,Marcq-en-Baroeul,0302,593780302,croise petite hollande,H
59378,Marcq-en-Baroeul,0601,593780601,quesne-chateau rouge,H
59378,Marcq-en-Baroeul,0403,593780403,Plouich Saint-Louis,H
59378,Marcq-en-Baroeul,0502,593780502,clemenceau,H
59378,Marcq-en-Baroeul,0701,593780701,Bourg Saint-Vincent,H
59378,Marcq-en-Baroeul,0401,593780401,Buisson,H
59378,Marcq-en-Baroeul,0101,593780101,septentrion,H
59378,Marcq-en-Baroeul,0102,593780102,Pont courroy,H
59383,Marly,0103,593830103,Petit Cavin-Fontinettes,H
59383,Marly,0104,593830104,Les Floralies,H
59383,Marly,0105,593830105,La Briquette,H
59383,Marly,0101,593830101,marly nord,D
59383,Marly,0102,593830102,Centre,H
59386,Marquette-lez-Lille,0105,593860105,Za-Cite Courbet-Saint Charles,H
59386,Marquette-lez-Lille,0104,593860104,lazaro le touquet centre,H
59386,Marquette-lez-Lille,0102,593860102,lommelet,H
59386,Marquette-lez-Lille,0101,593860101,le gibet,H
59386,Marquette-lez-Lille,0103,593860103,L'abbaye,H
59392,Maubeuge,0402,593920402,Douzies,H
59392,Maubeuge,0403,593920403,Sous le Bois Centre,H
59392,Maubeuge,0202,593920202,Pont Allant,H
59392,Maubeuge,0502,593920502,Saint-Suaire,H
59392,Maubeuge,0201,593920201,Faubourg de Mons,H
59392,Maubeuge,0303,593920303,Faubourg Saint-Larare,H
59392,Maubeuge,0503,593920503,Faubourg de Valenciennnes,H
59392,Maubeuge,0301,593920301,Centre Ville,H
59392,Maubeuge,0101,593920101,Epinette Peripherie,H
59392,Maubeuge,0405,593920405,Mont Plaisir,H
59392,Maubeuge,0302,593920302,Provinces Francaises,H
59392,Maubeuge,0102,593920102,Epinette Centre,H
59392,Maubeuge,0401,593920401,Faubourg Saint-Quentin,H
59392,Maubeuge,0501,593920501,Petite Savate,H
59392,Maubeuge,0404,593920404,Sous le Bois Ouest,H
59400,Merville,0104,594000104,Sud,H
59400,Merville,0103,594000103,Centre,H
59400,Merville,0101,594000101,Ouest,H
59400,Merville,0102,594000102,Nord,H
59410,Mons-en-Baroeul,0304,594100304,Vauban,H
59410,Mons-en-Baroeul,0202,594100202,Napoleon,H
59410,Mons-en-Baroeul,0401,594100401,Guinguette,H
59410,Mons-en-Baroeul,0403,594100403,Becquerel,H
59410,Mons-en-Baroeul,0303,594100303,Louis XIV,H
59410,Mons-en-Baroeul,0402,594100402,les Sarts,H
59410,Mons-en-Baroeul,0302,594100302,H tel de ville,H
59410,Mons-en-Baroeul,0102,594100102,ancien Mons,H
59410,Mons-en-Baroeul,0101,594100101,Le baroeul,H
59410,Mons-en-Baroeul,0201,594100201,Lamartine,H
59410,Mons-en-Baroeul,0203,594100203,les Provinces,H
59414,Montigny-en-Ostrevent,0101,594140101,Nord,H
59414,Montigny-en-Ostrevent,0102,594140102,Sud,H
59421,Mouvaux,0104,594210104,hautmont-mirabeau,H
59421,Mouvaux,0102,594210102,duriez-escalette,H
59421,Mouvaux,0103,594210103,centre-rue de londres,H
59421,Mouvaux,0105,594210105,francs-epinette,H
59421,Mouvaux,0101,594210101,vauban-100 maisons-mairie,H
59426,Neuville-en-Ferrain,0105,594260105,Centre Ville,H
59426,Neuville-en-Ferrain,0103,594260103,Vieille Motte Rosieres,H
59426,Neuville-en-Ferrain,0102,594260102,Dronckaert Risquons Tout,H
59426,Neuville-en-Ferrain,0104,594260104,Bailly,H
59426,Neuville-en-Ferrain,0101,594260101,Moulin Briqueterie,H
59431,Nieppe,0102,594310102,Sud,H
59431,Nieppe,0101,594310101,Nord,H
59447,Onnaing,0103,594470103,Sud,H
59447,Onnaing,0102,594470102,Centre,H
59447,Onnaing,0104,594470104,Zone d'Activite,A
59447,Onnaing,0101,594470101,Nord,H
59449,Orchies,0101,594490101,Est,H
59449,Orchies,0102,594490102,Ouest,H
59449,Orchies,0103,594490103,Sud,H
59452,Ostricourt,0101,594520101,Nord,H
59452,Ostricourt,0102,594520102,Sud,H
59456,Pecquencourt,0102,594560102,Centre,H
59456,Pecquencourt,0101,594560101,Parc d'Anchin-Calvaire-Cite Barrois,H
59456,Pecquencourt,0103,594560103,Chasse du Vred-Bas du Bias-Bois des Eclu,H
59457,Pérenchies,0101,594570101,Est,H
59457,Pérenchies,0103,594570103,Sud,H
59457,Pérenchies,0102,594570102,Nord et Ouest,H
59459,Petite-Forêt,0101,594590101,Nord,H
59459,Petite-Forêt,0102,594590102,Sud,H
59482,Quesnoy-sur-Deûle,0102,594820102,Rive Gauche,H
59482,Quesnoy-sur-Deûle,0101,594820101,Rive Droite,H
59484,Quiévrechain,0101,594840101,Centre,H
59484,Quiévrechain,0102,594840102,Nord Ouest,H
59491,Raismes,0101,594910101,raismes centre 1,H
59491,Raismes,0104,594910104,raismes centre 2,H
59491,Raismes,0105,594910105,vicoigne,H
59491,Raismes,0102,594910102,sabatier,H
59491,Raismes,0106,594910106,petit paris,H
59491,Raismes,0103,594910103,lagrange et foret,H
59507,Ronchin,0101,595070101,Petit Ronchin 1,H
59507,Ronchin,0303,595070303,Champ du Cerf 3,H
59507,Ronchin,0104,595070104,Petit Ronchin 4,D
59507,Ronchin,0301,595070301,Champ du Cerf 1,H
59507,Ronchin,0203,595070203,Cite Jardin 3,H
59507,Ronchin,0201,595070201,Cite Jardin 1,H
59507,Ronchin,0202,595070202,Cite Jardin 2,H
59507,Ronchin,0103,595070103,Petit Ronchin 3,H
59507,Ronchin,0306,595070306,Champ du Cerf 2 étendu,H
59507,Ronchin,0102,595070102,Petit Ronchin 2,H
59508,Roncq,0202,595080202,vallee blanc four 2,H
59508,Roncq,0101,595080101,centre-plat vinage 1,H
59508,Roncq,0104,595080104,Centre International de Transport,A
59508,Roncq,0103,595080103,centre-plat vinage 3,H
59508,Roncq,0203,595080203,vallee blanc four 3,H
59508,Roncq,0102,595080102,centre-plat vinage 2,H
59508,Roncq,0201,595080201,vallee blanc four 1,H
59509,Roost-Warendin,0102,595090102,Marais Warendin,H
59509,Roost-Warendin,0101,595090101,Roost-Bernicourt,H
59509,Roost-Warendin,0103,595090103,Quartier de Belleforiere-Escarpelle,D
59512,Roubaix,1003,595121003,Pile Nord,H
59512,Roubaix,1302,595121302,Hauts Champs,H
59512,Roubaix,0303,595120303,Cul de Four,H
59512,Roubaix,0702,595120702,Barbieux Sud,H
59512,Roubaix,1101,595121101,Trois Ponts Nord,H
59512,Roubaix,0803,595120803,Potennerie,H
59512,Roubaix,0601,595120601,esperance centre,H
59512,Roubaix,0902,595120902,Sainte-Elisabeth Sud,H
59512,Roubaix,0402,595120402,Hommelet Centre,H
59512,Roubaix,0102,595120102,Fresnoy,H
59512,Roubaix,0401,595120401,Hommelet Nord,H
59512,Roubaix,1301,595121301,Nouveau Roubaix,H
59512,Roubaix,1002,595121002,Pile Centre,H
59512,Roubaix,0301,595120301,Entrepont-Cartigny,H
59512,Roubaix,1203,595121203,fraternite,H
59512,Roubaix,0302,595120302,Hutin-Oran,H
59512,Roubaix,0203,595120203,Alma Nord,H
59512,Roubaix,0201,595120201,fosse aux chenes,H
59512,Roubaix,0502,595120502,epeule centre,H
59512,Roubaix,0202,595120202,Alma Sud,H
59512,Roubaix,1001,595121001,Pile Est,H
59512,Roubaix,0504,595120504,Trichon,H
59512,Roubaix,1103,595121103,Sartel,H
59512,Roubaix,0403,595120403,Hommelet Sud,H
59512,Roubaix,0703,595120703,edouart vaillant,H
59512,Roubaix,0903,595120903,Sainte-Elisabeth Nord,H
59512,Roubaix,1201,595121201,Linne Chemin Neuf,H
59512,Roubaix,0701,595120701,Barbieux-Vauban,H
59512,Roubaix,0501,595120501,epeule nord,H
59512,Roubaix,0602,595120602,Nations Unies,H
59512,Roubaix,0503,595120503,epeule sud,H
59512,Roubaix,1102,595121102,Trois Ponts Sud,H
59512,Roubaix,1202,595121202,Justice,H
59512,Roubaix,0802,595120802,Moulin Sud,H
59512,Roubaix,0901,595120901,Sainte-Elisabeth Centre,H
59512,Roubaix,0801,595120801,Moulin Nord,H
59512,Roubaix,0101,595120101,Mackellerie,H
59512,Roubaix,0603,595120603,Anseele,H
59524,Sainghin-en-Weppes,0102,595240102,Sud,H
59524,Sainghin-en-Weppes,0101,595240101,Nord,H
59526,Saint-Amand-les-Eaux,0105,595260105,moulin des loups,H
59526,Saint-Amand-les-Eaux,0104,595260104,thermal-mont des bruyeres,H
59526,Saint-Amand-les-Eaux,0102,595260102,centre 1,H
59526,Saint-Amand-les-Eaux,0103,595260103,centre 2,H
59526,Saint-Amand-les-Eaux,0101,595260101,moulin blanc-la bruyere,H
59526,Saint-Amand-les-Eaux,0106,595260106,centre 3,H
59527,Saint-André-lez-Lille,0101,595270101,Messines et ZAC,H
59527,Saint-André-lez-Lille,0106,595270106,Vino-Inter,A
59527,Saint-André-lez-Lille,0103,595270103,ecole-beguinage,H
59527,Saint-André-lez-Lille,0105,595270105,Sainte-Helene,H
59527,Saint-André-lez-Lille,0104,595270104,Batailles et fleurs,H
59527,Saint-André-lez-Lille,0102,595270102,eglise-cimetiere,H
59544,Saint-Saulve,0107,595440107,Saint-Saulve 2,H
59544,Saint-Saulve,0103,595440103,Saint-Saulve 3,H
59544,Saint-Saulve,0105,595440105,Saint-Saulve 5,H
59544,Saint-Saulve,0104,595440104,Saint-Saulve 4,H
59544,Saint-Saulve,0101,595440101,zone industrielle,A
59553,Santes,0102,595530102,Nord-Est,H
59553,Santes,0101,595530101,Sud et Ouest,H
59560,Seclin,0101,595600101,centre 1,H
59560,Seclin,0201,595600201,burgault mouchonniere 1,H
59560,Seclin,0202,595600202,Burgault mouchonniere 2a,H
59560,Seclin,0203,595600203,Burgault mouchonniere 2b,H
59560,Seclin,0102,595600102,centre 2,H
59569,Sin-le-Noble,0103,595690103,le centre ville,H
59569,Sin-le-Noble,0106,595690106,quartier les epis,H
59569,Sin-le-Noble,0102,595690102,le bivouac,H
59569,Sin-le-Noble,0101,595690101,le marais,H
59569,Sin-le-Noble,0104,595690104,la brasserie et le faubourg,H
59569,Sin-le-Noble,0105,595690105,le puits du midi et Paul foucaut,H
59571,Solesmes,0101,595710101,Ouest,H
59571,Solesmes,0102,595710102,Est,H
59574,Somain,0104,595740104,Quartier des Cheminots-Chauffour,H
59574,Somain,0101,595740101,Quartier de Sessevalle,H
59574,Somain,0102,595740102,Quartier du Centre Ville,H
59574,Somain,0103,595740103,Quartier de Villers-Campeau,H
59586,Templeuve,0101,595860101,Le Paradis-Les Tertres,H
59586,Templeuve,0102,595860102,Le Maresquel,H
59588,Téteghem,0103,595880103,Village Sud,H
59588,Téteghem,0102,595880102,Village Nord,H
59588,Téteghem,0101,595880101,de Groote-Chapeau Rouge,H
59599,Tourcoing,1502,595991502,Yser,H
59599,Tourcoing,0502,595990502,Point Central,H
59599,Tourcoing,0603,595990603,Descat,H
59599,Tourcoing,1004,595991004,Phalempins,H
59599,Tourcoing,0102,595990102,Pont Rompu,H
59599,Tourcoing,0301,595990301,Les Francs,H
59599,Tourcoing,1302,595991302,Testelin,H
59599,Tourcoing,0501,595990501,Gambetta,H
59599,Tourcoing,1204,595991204,Croix Rouge,H
59599,Tourcoing,1103,595991103,Courbet,H
59599,Tourcoing,1202,595991202,Piats,H
59599,Tourcoing,1501,595991501,Pont de Neuville,H
59599,Tourcoing,1301,595991301,marliere,H
59599,Tourcoing,1003,595991003,La Baille,H
59599,Tourcoing,1001,595991001,Belencontre,H
59599,Tourcoing,1102,595991102,Malcense,H
59599,Tourcoing,0802,595990802,Virolois,H
59599,Tourcoing,1203,595991203,chene-houplines,H
59599,Tourcoing,0103,595990103,Z. A. du Ferrain,A
59599,Tourcoing,0601,595990601,Rue des Villas,H
59599,Tourcoing,1401,595991401,Hopital Dron,H
59599,Tourcoing,1101,595991101,egalite,H
59599,Tourcoing,0701,595990701,epideme,H
59599,Tourcoing,0503,595990503,Gare,H
59599,Tourcoing,1002,595991002,Menin,H
59599,Tourcoing,1201,595991201,Boulevard,H
59599,Tourcoing,1005,595991005,maraichers,H
59599,Tourcoing,0902,595990902,Hotel de Ville,H
59599,Tourcoing,0401,595990401,Petit Village,H
59599,Tourcoing,1402,595991402,Colbert,H
59599,Tourcoing,0202,595990202,Clinquet,H
59599,Tourcoing,0801,595990801,Tilleul-Guisnes,H
59599,Tourcoing,0403,595990403,Flocon,H
59599,Tourcoing,1403,595991403,Schweitzer,H
59599,Tourcoing,0201,595990201,Bois d'Achelles,H
59599,Tourcoing,0303,595990303,Hippodrome,H
59599,Tourcoing,0101,595990101,Orions,H
59599,Tourcoing,0302,595990302,Brun Pain,H
59599,Tourcoing,0602,595990602,Blanc Seau,H
59599,Tourcoing,0901,595990901,Nationale,H
59599,Tourcoing,0402,595990402,Blanche Porte,H
59603,Trith-Saint-Léger,0102,596030102,Ouest,H
59603,Trith-Saint-Léger,0101,596030101,Est,H
59606,Valenciennes,0601,596060601,Mons-Romainville,H
59606,Valenciennes,0201,596060201,Faubourg de Lille,H
59606,Valenciennes,0602,596060602,Roleur,H
59606,Valenciennes,0301,596060301,St-Waast,H
59606,Valenciennes,0202,596060202,Acacias,H
59606,Valenciennes,0605,596060605,St-Michel,H
59606,Valenciennes,0302,596060302,Dutemple,H
59606,Valenciennes,0502,596060502,Fbg de Paris-Fbg St-Catherine,H
59606,Valenciennes,0101,596060101,Nungesser,H
59606,Valenciennes,0203,596060203,Dampierre,H
59606,Valenciennes,0403,596060403,Gare-Cannoniers,H
59606,Valenciennes,0102,596060102,La Briquette,H
59606,Valenciennes,0402,596060402,Quesnoy-Delsaux,H
59606,Valenciennes,0303,596060303,Chasse Royale,H
59606,Valenciennes,0401,596060401,Neuf-Bourg,H
59606,Valenciennes,0501,596060501,Vignoble,H
59616,Vieux-Condé,0105,596160105,sud,H
59616,Vieux-Condé,0103,596160103,ecarlate-grand quesnoy-rieu de conde,H
59616,Vieux-Condé,0104,596160104,zone d'activite industrielle economique,H
59616,Vieux-Condé,0101,596160101,nord,H
59616,Vieux-Condé,0102,596160102,coron vert,H
59632,Wallers,0102,596320102,Est,H
59632,Wallers,0101,596320101,Ouest,H
59636,Wambrechies,0101,596360101,Rive Droite,H
59636,Wambrechies,0103,596360103,Agrippin,H
59636,Wambrechies,0104,596360104,Foch Pasteur-Ecarts,H
59636,Wambrechies,0102,596360102,Centre Ville,H
59646,Wasquehal,0201,596460201,Centre-Noir Bonnet,A
59646,Wasquehal,0301,596460301,Pharos-Haut Vinage,H
59646,Wasquehal,0102,596460102,Le vivier,H
59646,Wasquehal,0203,596460203,La ville,H
59646,Wasquehal,0202,596460202,Noir Bonnet,H
59646,Wasquehal,0101,596460101,L'allumette,H
59646,Wasquehal,0103,596460103,Louise Michel,H
59646,Wasquehal,0302,596460302,Le haut Vinage,H
59648,Wattignies,0103,596480103,Arbrisseau Ouest,H
59648,Wattignies,0104,596480104,Wattignies Centre,H
59648,Wattignies,0202,596480202,Blanc Riez Nord Est,H
59648,Wattignies,0101,596480101,Wattignies Est,H
59648,Wattignies,0204,596480204,Blanc Riez Sud Ouest,H
59648,Wattignies,0102,596480102,marais flequieres,H
59648,Wattignies,0201,596480201,Blanc Riez Centre,H
59648,Wattignies,0203,596480203,Villagexpo et Extension,H
59650,Wattrelos,0201,596500201,Touquet-Saint Gerard,H
59650,Wattrelos,0302,596500302,Laboureur,H
59650,Wattrelos,0501,596500501,Plouys,H
59650,Wattrelos,0603,596500603,Beaulieu 1,H
59650,Wattrelos,0401,596500401,Beck Sartel,H
59650,Wattrelos,0604,596500604,Beaulieu 2,H
59650,Wattrelos,0301,596500301,cretinier,H
59650,Wattrelos,0104,596500104,Mousserie 2,H
59650,Wattrelos,0101,596500101,Union,H
59650,Wattrelos,0102,596500102,Sapin Vert,H
59650,Wattrelos,0605,596500605,Beaulieu 3,H
59650,Wattrelos,0601,596500601,Baillerie,H
59650,Wattrelos,0403,596500403,Broche de Fer-Saint Lievin-Bas Chemin,H
59650,Wattrelos,0103,596500103,Mousserie 1,H
59650,Wattrelos,0402,596500402,Centre,H
59650,Wattrelos,0202,596500202,Martinoire,H
59650,Wattrelos,0303,596500303,Vieille Place,H
59650,Wattrelos,0304,596500304,Ballon,H
59650,Wattrelos,0602,596500602,Houzarde,H
59653,Wavrin,0101,596530101,Nord Ouest,H
59653,Wavrin,0103,596530103,Est,H
59653,Wavrin,0102,596530102,Centre,H
59654,Waziers,0101,596540101,Gambetta,H
59654,Waziers,0103,596540103,Notre Dame,H
59654,Waziers,0102,596540102,Centre,H
59663,Wormhout,0102,596630102,Nord,H
59663,Wormhout,0101,596630101,Sud,H
